_c0,id,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,order_purchase_timestamp,order_aproved_at,order_estimated_delivery_date,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,votes_before_estimate,votes_delayed,votes_low_quality,votes_return,votes_not_as_anounced,votes_partial_delivery,votes_other_delivery,votes_other_order,votes_satisfied,most_voted_subclass,most_voted_class,ts,datetype,week_of_month,day_of_week,order_deliver_timestamp,order_purchase_timestamp_conv,deliver_time
383,384,delivered,64.9,5.78,1,6,2017-08-23T10:07:22.000Z,2017-08-23T10:15:55.361Z,2017-09-15T00:00:00.000Z,2017-08-24T21:23:09.657Z,RIO DE JANEIRO,RJ,219,bebes,43,746,4,5,"",otimo,2017-08-25T00:00:00.000Z,2017-08-29 01:52:36+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-23T10:07:22.000Z,2017-08-23,4,4,2017-08-24T21:23:09.657Z,2017-08-23T10:07:22.000Z,126947
384,385,delivered,74.8,38.07,1,1,2017-09-15T19:51:13.000Z,2017-09-15T20:10:07.535Z,2017-10-18T00:00:00.000Z,2017-11-06T20:32:17.811Z,Pedras de Fogo,PB,583,brinquedos,42,687,3,1,"",até hoje o produto não foi entregue o produto avaliação zero sem responsabilidade para com o cliente,2017-10-20T00:00:00.000Z,2017-10-20 05:05:49+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-09-15T19:51:13.000Z,2017-09-15,3,6,2017-11-06T20:32:17.811Z,2017-09-15T19:51:13.000Z,4495264
385,386,delivered,399.94,92.03,1,1,2017-11-14T09:46:43.000Z,2017-11-14T10:06:43.867Z,2017-12-15T00:00:00.000Z,2017-12-18T21:48:04.328Z,Araxa,MG,381,moveis_decoracao,54,655,3,1,"",atraso na entrega sem dar satisfação ao cliente que com certeza escolheu o produto com cuidado e com as melhores expectativas falta de consideração,2017-12-17T00:00:00.000Z,2017-12-17 21:18:39+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-14T09:46:43.000Z,2017-11-14,3,3,2017-12-18T21:48:04.328Z,2017-11-14T09:46:43.000Z,2980881
386,387,delivered,59.9,42.52,1,1,2017-06-01T19:34:09.000Z,2017-06-01T19:45:12.301Z,2017-06-26T00:00:00.000Z,2017-06-22T14:13:00.950Z,Maua,SP,93,moveis_decoracao,59,1180,2,2,"",paguei o frete e tive que retirar no correio,2017-06-23T00:00:00.000Z,2017-06-24 06:06:43+00:00,0,0,0,0,0,0,2,0,1,outro_entrega,problemas_de_entrega,2017-06-01T19:34:09.000Z,2017-06-01,1,5,2017-06-22T14:13:00.950Z,2017-06-01T19:34:09.000Z,1795131
387,388,shipped,79.99,22.88,1,1,2018-01-20T18:43:17.000Z,2018-01-26T17:03:49.542Z,2018-03-06T00:00:00.000Z,"",BRASILIA,DF,717,moveis_escritorio,26,1177,1,1,"",nao recebi o produto,2018-03-08T00:00:00.000Z,2018-03-11 17:52:13+00:00,0,2,0,0,0,0,1,0,0,atrasado,problemas_de_entrega,2018-01-20T18:43:17.000Z,2018-01-20,3,7,"",2018-01-20T18:43:17.000Z,""
388,389,delivered,79.0,15.3,1,1,2018-02-17T01:24:59.000Z,2018-02-17T16:15:36.499Z,2018-03-12T00:00:00.000Z,2018-04-02T22:35:01.958Z,RIO DE JANEIRO,RJ,224,beleza_saude,39,315,2,1,"",eu qero meu produto logo por q essa demora,2018-03-14T00:00:00.000Z,2018-03-20 05:47:32+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-02-17T01:24:59.000Z,2018-02-17,3,7,2018-04-02T22:35:01.958Z,2018-02-17T01:24:59.000Z,3877802
389,390,delivered,44.99,11.75,1,4,2018-02-04T15:35:15.000Z,2018-02-04T15:50:44.445Z,2018-02-21T00:00:00.000Z,2018-02-06T15:05:22.191Z,Sao Paulo,SP,36,moveis_decoracao,30,788,3,2,"",o abajur veio certinho porém o ki bolsa a pequena veio rasgada e agora a troca é uma burocracia difícil o pós venda,2018-02-07T00:00:00.000Z,2018-02-09 20:12:58+00:00,0,0,0,3,0,0,0,0,0,devolucao,problemas_de_qualidade,2018-02-04T15:35:15.000Z,2018-02-04,2,1,2018-02-06T15:05:22.191Z,2018-02-04T15:35:15.000Z,171007
390,391,delivered,87.0,15.37,1,1,2017-08-03T22:47:48.000Z,2017-08-03T23:03:24.806Z,2017-08-25T00:00:00.000Z,2017-08-08T18:39:51.456Z,Nova Iguacu,RJ,262,cama_mesa_banho,46,279,1,5,"",o produto era exatamente como eu esperava e chegou bem antes do prazo,2017-08-09T00:00:00.000Z,2017-08-11 01:59:24+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-08-03T22:47:48.000Z,2017-08-03,1,5,2017-08-08T18:39:51.456Z,2017-08-03T22:47:48.000Z,417123
391,392,delivered,19.0,7.9,1,4,2017-12-14T20:30:29.000Z,2017-12-14T20:38:29.191Z,2018-01-12T00:00:00.000Z,2017-12-23T14:33:14.894Z,Pocos de Caldas,MG,377,automotivo,58,237,1,1,"",fiz o pedido de 4 peças e só veio uma,2017-12-24T00:00:00.000Z,2017-12-26 19:30:59+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-12-14T20:30:29.000Z,2017-12-14,3,5,2017-12-23T14:33:14.894Z,2017-12-14T20:30:29.000Z,756165
392,393,delivered,469.99,20.54,1,1,2017-06-13T12:43:56.000Z,2017-06-13T12:55:29.033Z,2017-07-06T00:00:00.000Z,2017-06-19T20:04:58.185Z,Carmo de Minas,MG,374,beleza_saude,55,1165,1,3,"",chegou antes do prazo tudo certinho mais trabalhando com o produto notei algumas falhas não foi o que eu espera até pq ser um produto mais novo e de ótima procedência,2017-06-22T00:00:00.000Z,2017-06-25 03:06:42+00:00,1,1,0,0,1,0,0,0,0,"","",2017-06-13T12:43:56.000Z,2017-06-13,3,3,2017-06-19T20:04:58.185Z,2017-06-13T12:43:56.000Z,544862
393,394,delivered,146.99,38.49,1,2,2017-11-24T08:24:53.000Z,2017-11-24T08:33:31.021Z,2017-12-20T00:00:00.000Z,2017-12-08T22:17:38.691Z,Angra dos Reis,RJ,239,cama_mesa_banho,53,429,1,2,"",falta o jogo de toalhas,2017-12-09T00:00:00.000Z,2017-12-13 14:37:57+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-11-24T08:24:53.000Z,2017-11-24,4,6,2017-12-08T22:17:38.691Z,2017-11-24T08:24:53.000Z,1259565
394,395,delivered,84.99,16.35,1,1,2017-12-12T19:36:29.000Z,2017-12-14T02:12:11.294Z,2018-01-12T00:00:00.000Z,2017-12-21T17:09:28.864Z,Bela Vista de Minas,MG,359,perfumaria,59,1071,1,5,"",pontual,2017-12-22T00:00:00.000Z,2017-12-26 17:47:55+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-12-12T19:36:29.000Z,2017-12-12,3,3,2017-12-21T17:09:28.864Z,2017-12-12T19:36:29.000Z,768779
395,396,delivered,89.9,12.13,1,1,2017-07-07T16:22:12.000Z,2017-07-11T04:10:15.377Z,2017-07-27T00:00:00.000Z,2017-07-19T23:58:56.135Z,Sao Paulo,SP,44,cama_mesa_banho,54,245,1,3,"",gostei do produto porém espera mais dele as toalhas são muito finas,2017-07-20T00:00:00.000Z,2017-07-23 06:39:13+00:00,0,0,3,0,0,0,0,0,0,baixa_qualidade,problemas_de_qualidade,2017-07-07T16:22:12.000Z,2017-07-07,2,6,2017-07-19T23:58:56.135Z,2017-07-07T16:22:12.000Z,1064204
396,397,delivered,159.0,28.49,1,1,2017-09-23T13:41:09.000Z,2017-09-23T13:55:10.189Z,2017-10-26T00:00:00.000Z,2017-10-11T19:32:50.484Z,Bom Jesus da Lapa,BA,476,cama_mesa_banho,46,162,5,5,"",produto chegou 10 dias antes do prazo estabelecido bem rápido o material é ótimo achei lindo já estou usando super recomendo,2017-10-12T00:00:00.000Z,2017-10-12 19:20:13+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-09-23T13:41:09.000Z,2017-09-23,4,7,2017-10-11T19:32:50.484Z,2017-09-23T13:41:09.000Z,1576301
397,398,delivered,179.0,22.96,1,1,2018-03-10T11:49:43.000Z,2018-03-10T12:00:39.121Z,2018-04-06T00:00:00.000Z,2018-03-20T12:55:10.312Z,Ipatinga,MG,351,utilidades_domesticas,50,332,1,5,"",atendimento perfeito produto chegou antes do previsto,2018-03-21T00:00:00.000Z,2018-03-23 20:54:39+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2018-03-10T11:49:43.000Z,2018-03-10,2,7,2018-03-20T12:55:10.312Z,2018-03-10T11:49:43.000Z,867927
398,399,delivered,49.0,15.1,1,1,2017-07-23T12:23:05.000Z,2017-07-24T22:30:08.460Z,2017-08-15T00:00:00.000Z,2017-07-31T19:15:53.348Z,Juiz de Fora,MG,360,telefonia,57,75,1,5,"",estou parabenizando as lojas lannister e parceiro pela entrega das mercadorias nota 10,2017-08-01T00:00:00.000Z,2017-08-02 03:36:19+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-07-23T12:23:05.000Z,2017-07-23,5,1,2017-07-31T19:15:53.348Z,2017-07-23T12:23:05.000Z,715968
399,400,delivered,80.0,19.53,1,1,2018-03-20T21:55:28.000Z,2018-03-20T22:15:42.973Z,2018-04-12T00:00:00.000Z,2018-04-05T00:23:20.214Z,Urucuia,MG,386,cama_mesa_banho,53,504,1,1,"",compro muito nas lannister mas esse cortinado tem o material péssimo áspero decepcionei,2018-04-05T00:00:00.000Z,2018-04-06 03:10:24+00:00,0,0,3,0,0,0,0,0,0,baixa_qualidade,problemas_de_qualidade,2018-03-20T21:55:28.000Z,2018-03-20,4,3,2018-04-05T00:23:20.214Z,2018-03-20T21:55:28.000Z,1304872
400,401,delivered,79.0,9.17,1,2,2018-03-05T08:28:16.000Z,2018-03-06T03:49:02.815Z,2018-04-02T00:00:00.000Z,2018-03-22T02:07:11.020Z,Juiz de Fora,MG,360,consoles_games,52,574,1,1,"",comprei dois produtos sendo que um deles não chegou um cabo adaptador de áudio,2018-03-23T00:00:00.000Z,2018-03-29 14:07:21+00:00,0,0,0,1,0,2,0,0,0,entrega_parcial,problemas_de_entrega,2018-03-05T08:28:16.000Z,2018-03-05,2,2,2018-03-22T02:07:11.020Z,2018-03-05T08:28:16.000Z,1445935
401,402,delivered,199.0,13.52,1,1,2018-02-25T19:54:28.000Z,2018-02-26T19:55:27.523Z,2018-03-19T00:00:00.000Z,2018-03-07T21:34:53.595Z,Mogi Mirim,SP,138,esporte_lazer,60,1052,6,5,"",produto de qualidade versátil aprovado,2018-03-08T00:00:00.000Z,2018-03-09 06:40:08+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-25T19:54:28.000Z,2018-02-25,5,1,2018-03-07T21:34:53.595Z,2018-02-25T19:54:28.000Z,870025
402,403,delivered,29.0,15.1,1,1,2017-10-22T11:56:34.000Z,2017-10-22T12:14:10.786Z,2017-11-17T00:00:00.000Z,2017-10-30T16:59:07.707Z,Guaramirim,SC,892,relogios_presentes,60,193,3,5,"",entrega super rápida produto ok conforme anunciado,2017-10-31T00:00:00.000Z,2017-11-03 20:50:09+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-10-22T11:56:34.000Z,2017-10-22,4,1,2017-10-30T16:59:07.707Z,2017-10-22T11:56:34.000Z,709353
403,404,delivered,699.0,13.25,1,1,2018-03-29T13:55:12.000Z,2018-03-31T14:50:17.601Z,2018-04-11T00:00:00.000Z,2018-04-04T20:12:25.729Z,Guarulhos,SP,71,fashion_bolsas_e_acessorios,44,160,1,5,"",boa loja,2018-04-05T00:00:00.000Z,2018-04-06 03:05:38+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-29T13:55:12.000Z,2018-03-29,5,5,2018-04-04T20:12:25.729Z,2018-03-29T13:55:12.000Z,541033
404,405,delivered,139.99,12.18,1,1,2017-11-19T13:27:09.000Z,2017-11-19T13:46:12.731Z,2017-12-01T00:00:00.000Z,2017-11-22T17:03:47.847Z,Caieiras,SP,77,cool_stuff,60,797,2,4,"",só não consegui achar a descrição do produto no site esperava que as bolsas fossem maiores do que realmente são assim atenderiam minha necessidade,2017-11-23T00:00:00.000Z,2017-11-25 22:44:46+00:00,0,0,1,0,1,0,0,1,0,"","",2017-11-19T13:27:09.000Z,2017-11-19,4,1,2017-11-22T17:03:47.847Z,2017-11-19T13:27:09.000Z,272198
405,406,delivered,1186.0,60.9,1,1,2018-01-26T17:18:52.000Z,2018-01-26T17:39:26.137Z,2018-03-07T00:00:00.000Z,2018-02-08T15:41:45.769Z,Vacaria,RS,952,ferramentas_jardim,56,1602,4,4,"",tudo certo,2018-02-09T00:00:00.000Z,2018-02-14 12:04:01+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-26T17:18:52.000Z,2018-01-26,4,6,2018-02-08T15:41:45.769Z,2018-01-26T17:18:52.000Z,1117373
406,407,delivered,39.0,12.79,1,1,2018-03-23T22:01:35.000Z,2018-03-23T22:15:41.169Z,2018-04-13T00:00:00.000Z,2018-04-02T21:08:54.046Z,Agudos,SP,171,automotivo,59,512,2,5,"",f,2018-04-03T00:00:00.000Z,2018-04-06 05:47:29+00:00,0,0,0,0,0,0,0,0,0,"","",2018-03-23T22:01:35.000Z,2018-03-23,4,6,2018-04-02T21:08:54.046Z,2018-03-23T22:01:35.000Z,860839
407,408,delivered,115.0,38.36,1,1,2017-11-16T12:32:53.000Z,2017-11-16T12:51:15.256Z,2017-12-14T00:00:00.000Z,2018-01-05T14:09:44.505Z,Capinzal do Norte,MA,657,esporte_lazer,54,3830,1,1,"",já faz 1 mês que fiz a compra e ainda não chegou não consigo nem rastrear espero que resolvam meu problema,2017-12-16T00:00:00.000Z,2017-12-16 07:29:14+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-16T12:32:53.000Z,2017-11-16,3,5,2018-01-05T14:09:44.505Z,2017-11-16T12:32:53.000Z,4325811
408,409,delivered,299.0,31.62,1,1,2017-11-24T15:43:07.000Z,2017-11-24T19:14:48.845Z,2017-12-29T00:00:00.000Z,2018-01-12T21:21:41.630Z,Parnamirim,RN,591,beleza_saude,51,625,1,1,"",produto atrasado na entrega muita insatisfação,2017-12-31T00:00:00.000Z,2017-12-31 05:25:36+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-24T15:43:07.000Z,2017-11-24,4,6,2018-01-12T21:21:41.630Z,2017-11-24T15:43:07.000Z,4253914
409,410,delivered,49.99,7.78,1,1,2018-01-14T16:54:49.000Z,2018-01-14T17:08:56.660Z,2018-01-30T00:00:00.000Z,2018-01-17T22:05:50.542Z,Sao Paulo,SP,56,consoles_games,44,854,1,5,"",produto correto no prazo e bom preço,2018-01-18T00:00:00.000Z,2018-01-19 11:41:42+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-14T16:54:49.000Z,2018-01-14,3,1,2018-01-17T22:05:50.542Z,2018-01-14T16:54:49.000Z,277861
410,411,delivered,18.99,10.32,1,4,2018-01-02T17:05:06.000Z,2018-01-02T17:13:34.301Z,2018-01-26T00:00:00.000Z,2018-01-04T20:47:53.159Z,Sao Paulo,SP,46,utilidades_domesticas,50,251,2,1,"",comprei 2 itens atraves deste pedido mas apenas o suporte foi entregue o tapete não chegou até o momento e consta aqui que os dois itens foram entregues favor peço me enviarem o tapete urgente,2018-01-05T00:00:00.000Z,2018-01-06 04:39:37+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2018-01-02T17:05:06.000Z,2018-01-02,1,3,2018-01-04T20:47:53.159Z,2018-01-02T17:05:06.000Z,186167
411,412,delivered,50.0,8.88,1,1,2018-03-22T16:59:45.000Z,2018-03-22T17:10:24.347Z,2018-04-04T00:00:00.000Z,2018-04-10T18:44:33.987Z,SAO PAULO,SP,82,bebes,58,646,1,1,"",o produto não foi entregue e tenho que retirar nos correios sendo que estou com uma bebê de 3 meses e ainda não posso sair com a criança de casa por conta das vacinas além disso não é perto,2018-04-06T00:00:00.000Z,2018-04-06 20:19:39+00:00,0,0,0,0,0,0,3,0,0,outro_entrega,problemas_de_entrega,2018-03-22T16:59:45.000Z,2018-03-22,4,5,2018-04-10T18:44:33.987Z,2018-03-22T16:59:45.000Z,1647888
412,413,delivered,200.0,24.78,1,1,2017-08-09T10:32:05.000Z,2017-08-10T10:44:00.970Z,2017-09-13T00:00:00.000Z,2017-08-23T19:18:11.344Z,Salvador,BA,417,cama_mesa_banho,56,162,5,1,"",todos os tapetes estavam com as medidas errada comprei passadeiras com a medida 2 00 × 0 80 mas veio 1 90 × 0 76 todos com as medidas erradas que lástima,2017-08-24T00:00:00.000Z,2017-08-27 19:19:31+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-08-09T10:32:05.000Z,2017-08-09,2,4,2017-08-23T19:18:11.344Z,2017-08-09T10:32:05.000Z,1241166
413,414,delivered,49.0,7.78,1,1,2017-07-24T23:29:44.000Z,2017-07-25T00:43:01.406Z,2017-08-04T00:00:00.000Z,2017-07-26T18:23:33.548Z,Sao Paulo,SP,51,fashion_bolsas_e_acessorios,42,78,4,5,"",gostei muito é recomendo para todos essa não é a minha primeira compra eu vou continuar comprando,2017-07-27T00:00:00.000Z,2017-07-28 02:31:15+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-07-24T23:29:44.000Z,2017-07-24,5,2,2017-07-26T18:23:33.548Z,2017-07-24T23:29:44.000Z,154429
414,415,delivered,27.9,11.85,1,1,2017-08-11T10:13:17.000Z,2017-08-11T10:23:51.584Z,2017-08-31T00:00:00.000Z,2017-08-17T18:53:44.387Z,Itu,SP,133,cama_mesa_banho,46,113,1,5,"",fiquei muito satisfeita ainda mais por ter sido entregue antes do prazo,2017-08-18T00:00:00.000Z,2017-08-20 01:47:01+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-08-11T10:13:17.000Z,2017-08-11,2,6,2017-08-17T18:53:44.387Z,2017-08-11T10:13:17.000Z,549627
415,416,delivered,116.94,36.38,1,2,2018-02-06T11:53:02.000Z,2018-02-06T12:13:02.184Z,2018-03-22T00:00:00.000Z,2018-03-14T00:08:23.177Z,Rio Verde,GO,759,moveis_escritorio,37,1069,1,1,"",tem 40 dias que comprei 2 cadeiras 1 rosa e 1 azul no dia 13 03 0008 foi me entregue apenas um volume constando somente a cedeira rosa e a nota fiscal pregada no volume constando as 2 cadeiras,2018-03-15T00:00:00.000Z,2018-03-15 20:16:26+00:00,0,1,0,0,0,2,0,0,0,entrega_parcial,problemas_de_entrega,2018-02-06T11:53:02.000Z,2018-02-06,2,3,2018-03-14T00:08:23.177Z,2018-02-06T11:53:02.000Z,3068121
416,417,delivered,20.3,3.7,1,8,2017-10-20T15:01:58.000Z,2017-10-21T03:05:41.215Z,2017-11-09T00:00:00.000Z,2017-10-25T18:35:06.740Z,Sao Paulo,SP,22,fashion_bolsas_e_acessorios,56,1447,1,1,"",só foi entregue a metade dos itens,2017-10-26T00:00:00.000Z,2017-10-26 23:36:10+00:00,0,0,0,0,0,6,0,0,0,entrega_parcial,problemas_de_entrega,2017-10-20T15:01:58.000Z,2017-10-20,3,6,2017-10-25T18:35:06.740Z,2017-10-20T15:01:58.000Z,444788
417,418,delivered,49.0,11.89,1,1,2018-04-05T07:37:15.000Z,2018-04-05T07:50:10.060Z,2018-04-24T00:00:00.000Z,2018-04-17T19:36:29.255Z,Macedonia,SP,156,fashion_bolsas_e_acessorios,59,93,7,5,"",o produto veio bem embalado e exatamente como o anunciado,2018-04-18T00:00:00.000Z,2018-04-19 04:43:23+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-04-05T07:37:15.000Z,2018-04-05,1,5,2018-04-17T19:36:29.255Z,2018-04-05T07:37:15.000Z,1079954
418,419,delivered,120.0,15.59,1,1,2017-06-20T11:20:12.000Z,2017-06-21T02:23:29.334Z,2017-07-19T00:00:00.000Z,2017-06-27T15:45:48.812Z,Salinas,MG,395,telefonia,23,159,1,2,"",o produto mostrado na página da loja não é o mesmo que recebi por garantia tirei uma foto da página no ato da compra caso alguém tenha alguma dúvida,2017-06-28T00:00:00.000Z,2017-06-29 06:23:38+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-06-20T11:20:12.000Z,2017-06-20,4,3,2017-06-27T15:45:48.812Z,2017-06-20T11:20:12.000Z,620736
419,420,delivered,73.35,9.65,1,4,2017-06-03T19:14:26.000Z,2017-06-03T19:25:14.898Z,2017-06-28T00:00:00.000Z,2017-06-16T16:19:52.633Z,Pocos de Caldas,MG,377,moveis_decoracao,56,227,7,2,"",está cendo informado que o produto foi entregue porem ainda não chegou o produto abaixo filtro de barro santo andré tradicional n1 1v 4 5l marrom,2017-06-17T00:00:00.000Z,2017-06-19 16:22:16+00:00,0,2,0,0,0,1,0,0,0,atrasado,problemas_de_entrega,2017-06-03T19:14:26.000Z,2017-06-03,1,7,2017-06-16T16:19:52.633Z,2017-06-03T19:14:26.000Z,1112726
420,421,delivered,39.0,15.1,1,1,2017-08-23T14:49:00.000Z,2017-08-23T17:33:35.663Z,2017-09-18T00:00:00.000Z,2017-08-31T20:46:30.414Z,Lagoa Santa,MG,334,informatica_acessorios,45,869,3,5,"",muito bom,2017-09-01T00:00:00.000Z,2017-09-02 15:37:08+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-23T14:49:00.000Z,2017-08-23,4,4,2017-08-31T20:46:30.414Z,2017-08-23T14:49:00.000Z,712650
421,422,delivered,199.8,56.29,2,2,2017-09-26T17:48:04.000Z,2017-09-27T06:56:09.101Z,2017-10-20T00:00:00.000Z,2017-10-09T18:18:43.777Z,Bauru,SP,170,moveis_decoracao,63,837,1,5,"",sim eu recebi e gostei muito recomendado para meus amigos,2017-10-10T00:00:00.000Z,2017-10-14 00:59:27+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-26T17:48:04.000Z,2017-09-26,5,3,2017-10-09T18:18:43.777Z,2017-09-26T17:48:04.000Z,1125039
422,423,delivered,59.9,11.73,1,1,2017-06-01T07:29:41.000Z,2017-06-01T07:42:31.759Z,2017-06-14T00:00:00.000Z,2017-06-07T17:08:24.086Z,Sao Paulo,SP,48,utilidades_domesticas,41,799,1,5,"",recebi o produto antes do prazo adorei muito bom mesmo,2017-06-08T00:00:00.000Z,2017-06-11 03:06:52+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-06-01T07:29:41.000Z,2017-06-01,1,5,2017-06-07T17:08:24.086Z,2017-06-01T07:29:41.000Z,553123
423,424,delivered,69.9,28.36,1,4,2017-11-10T13:41:19.000Z,2017-11-10T13:55:26.840Z,2017-12-05T00:00:00.000Z,2017-11-21T17:00:15.722Z,Vassouras,RJ,277,fashion_bolsas_e_acessorios,39,180,5,1,"",comprei uma carteira e não recebi não mandaram o número do pedido e nem o código de rastreio,2017-11-22T00:00:00.000Z,2017-11-22 23:21:41+00:00,0,2,0,0,0,0,1,0,0,atrasado,problemas_de_entrega,2017-11-10T13:41:19.000Z,2017-11-10,2,6,2017-11-21T17:00:15.722Z,2017-11-10T13:41:19.000Z,962336
424,425,delivered,139.9,18.55,1,1,2017-12-29T19:26:39.000Z,2017-12-29T19:33:24.452Z,2018-01-31T00:00:00.000Z,2018-01-10T16:58:42.889Z,Campo Largo,PR,836,cool_stuff,31,1198,3,5,"",produto veio com defeito,2018-01-11T00:00:00.000Z,2018-01-12 23:40:33+00:00,0,0,0,3,0,0,0,0,0,devolucao,problemas_de_qualidade,2017-12-29T19:26:39.000Z,2017-12-29,5,6,2018-01-10T16:58:42.889Z,2017-12-29T19:26:39.000Z,1027923
425,426,delivered,144.99,38.56,1,1,2017-11-28T10:23:28.000Z,2017-11-28T11:31:12.383Z,2017-12-29T00:00:00.000Z,2017-12-16T18:39:08.142Z,Arapiraca,AL,573,cool_stuff,53,629,1,1,"",o produto veio errado a qualidade e inferior ao que eu comprei fiquei muito insatisfeita,2017-12-17T00:00:00.000Z,2017-12-17 23:13:13+00:00,0,0,2,0,1,0,0,0,0,baixa_qualidade,problemas_de_qualidade,2017-11-28T10:23:28.000Z,2017-11-28,5,3,2017-12-16T18:39:08.142Z,2017-11-28T10:23:28.000Z,1584940
426,427,delivered,29.0,14.1,1,1,2017-09-26T18:57:16.000Z,2017-09-26T19:14:13.235Z,2017-10-19T00:00:00.000Z,2017-10-03T21:33:59.012Z,BRASILIA,DF,726,relogios_presentes,55,167,2,5,"",gostei muito do produto veio tudo certinho,2017-10-04T00:00:00.000Z,2017-11-14 14:46:24+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-26T18:57:16.000Z,2017-09-26,5,3,2017-10-03T21:33:59.012Z,2017-09-26T18:57:16.000Z,614203
427,428,delivered,89.99,15.38,1,1,2017-07-31T20:48:12.000Z,2017-07-31T21:10:21.791Z,2017-08-24T00:00:00.000Z,2017-08-07T20:12:09.780Z,Manhuacu,MG,369,beleza_saude,59,492,3,4,"",muito bom produto material excelente,2017-08-09T00:00:00.000Z,2017-08-11 12:12:34+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-07-31T20:48:12.000Z,2017-07-31,6,2,2017-08-07T20:12:09.780Z,2017-07-31T20:48:12.000Z,602637
428,429,delivered,35.9,14.1,1,1,2017-10-25T14:58:22.000Z,2017-10-25T15:14:30.340Z,2017-11-14T00:00:00.000Z,2017-10-30T15:40:11.392Z,Sao Paulo,SP,20,fashion_calcados,40,303,12,5,"",recomendo,2017-10-31T00:00:00.000Z,2017-10-31 21:41:41+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-10-25T14:58:22.000Z,2017-10-25,4,4,2017-10-30T15:40:11.392Z,2017-10-25T14:58:22.000Z,434509
429,430,delivered,37.99,25.63,1,1,2017-06-25T16:07:00.000Z,2017-06-25T16:22:51.535Z,2017-07-28T00:00:00.000Z,2017-07-07T16:31:59.324Z,Lavras da Mangabeira,CE,633,telefonia,49,394,2,4,"",tô gostando,2017-07-08T00:00:00.000Z,2017-07-11 05:58:53+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-06-25T16:07:00.000Z,2017-06-25,5,1,2017-07-07T16:31:59.324Z,2017-06-25T16:07:00.000Z,1038299
430,431,delivered,68.9,42.51,1,1,2017-08-10T22:04:54.000Z,2017-08-12T02:45:41.564Z,2017-09-14T00:00:00.000Z,2017-08-25T20:29:58.157Z,Buritis,RO,768,telefonia,51,1387,1,5,"",unica capinha que deu certo no meu s7 por nao ser o edge passei umas raivas até que comprei essa e ela não é dificil de aplicar recomendo demais,2017-08-26T00:00:00.000Z,2017-08-29 03:23:15+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-10T22:04:54.000Z,2017-08-10,2,5,2017-08-25T20:29:58.157Z,2017-08-10T22:04:54.000Z,1290304
